peak_name,year,season,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used
Everest,2006,Autumn,"Bad weather (storms, high winds)",8400.0,3,0,4,0,True
Lhotse,2006,Autumn,"Bad weather (storms, high winds)",7900.0,7,0,4,0,False
Everest,2006,Spring,Success (main peak),8850.0,2,0,0,0,True
Ama Dablam,2006,Autumn,Success (main peak),6814.0,4,0,1,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,15,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,8,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),5700.0,3,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,3,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,4,0,2,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,6,0,2,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,10,0,4,0,False
Ama Dablam,2006,Autumn,"Illness, AMS, exhaustion, or frostbite",6015.0,3,0,2,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,3,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,2,0,2,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,1,0,2,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,4,0,2,0,False
Ama Dablam,2006,Autumn,Accident (death or serious injury),6400.0,4,2,2,2,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,2,0,2,0,False
Ama Dablam,2006,Autumn,"Bad weather (storms, high winds)",6000.0,7,0,0,0,False
Ama Dablam,2006,Autumn,"Bad weather (storms, high winds)",6200.0,5,0,1,0,False
Ama Dablam,2006,Autumn,"Bad weather (storms, high winds)",5700.0,3,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,4,0,1,0,False
Ama Dablam,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5800.0,3,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,5,0,1,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,9,0,1,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,5,0,1,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,9,0,2,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,2,0,1,0,False
Ama Dablam,2006,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6200.0,11,0,1,0,False
Ama Dablam,2006,Autumn,Accident (death or serious injury),6400.0,3,1,2,1,False
Ama Dablam,2006,Autumn,Success (subpeak),6814.0,1,0,1,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,3,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,9,0,1,0,False
Ama Dablam,2006,Autumn,Lack of time,6000.0,12,0,6,0,False
Ama Dablam,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6300.0,5,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,3,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,2,0,2,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2006,Autumn,Did not attempt climb,7300.0,1,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,1,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,10,0,2,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,17,0,8,0,False
Ama Dablam,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6150.0,18,0,2,0,False
Ama Dablam,2006,Autumn,"Illness, AMS, exhaustion, or frostbite",5700.0,3,0,0,0,False
Ama Dablam,2006,Autumn,Did not reach base camp,7300.0,2,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,3,0,2,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,4,0,3,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,5,0,2,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,9,0,3,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,11,0,2,0,False
Ama Dablam,2006,Autumn,Lack of time,5900.0,1,0,1,0,False
Ama Dablam,2006,Autumn,"Bad weather (storms, high winds)",6400.0,5,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,2,0,0,0,False
Annapurna IV,2006,Autumn,Success (main peak),7525.0,8,0,3,0,False
Baruntse,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100.0,6,0,2,0,False
Baruntse,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100.0,4,0,1,0,False
Baruntse,2006,Autumn,Success (main peak),7152.0,3,0,1,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,10,0,4,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,5,0,2,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,7,0,4,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,13,0,10,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,6,0,3,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,16,0,5,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,4,0,1,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,13,0,6,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,6,0,6,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,8,0,3,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,2,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,19,0,9,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,1,0,1,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,9,0,1,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,3,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,4,0,3,0,True
Cho Oyu,2006,Autumn,"Illness, AMS, exhaustion, or frostbite",7000.0,3,0,2,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,1,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,3,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,6,0,2,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,26,0,26,0,True
Cho Oyu,2006,Autumn,Success (main peak),8188.0,16,0,4,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,4,0,3,0,True
Cho Oyu,2006,Autumn,"Illness, AMS, exhaustion, or frostbite",7000.0,2,0,0,0,False
Ganesh V,2006,Autumn,Accident (death or serious injury),5500.0,4,4,0,0,False
Gyajikang,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5800.0,6,0,3,0,False
Kangtega,2006,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6300.0,2,0,0,0,False
Langtang Lirung,2006,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6200.0,2,0,0,0,False
Lhotse,2006,Winter,"Bad weather (storms, high winds)",8200.0,6,0,9,0,True
Pharilapcha,2006,Autumn,Success (subpeak),5977.0,2,0,0,0,False
Pumori,2006,Autumn,Accident (death or serious injury),6500.0,3,0,1,1,False
Pumori,2006,Autumn,Accident (death or serious injury),6500.0,1,0,2,1,False
Pumori,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6300.0,5,0,2,0,False
Pumori,2006,Autumn,Accident (death or serious injury),6500.0,3,0,3,2,False
Tashi Kang,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6300.0,14,0,0,0,False
Tashi Kang,2006,Autumn,Did not attempt climb,7300.0,2,0,1,0,False
Tengkoma,2006,Autumn,Success (main peak),6215.0,2,0,2,0,False
Tilicho,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6280.0,5,0,1,0,False
Tilicho,2006,Autumn,Did not attempt climb,4945.0,1,0,0,0,False
Tilicho,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6000.0,5,0,1,0,False
Tilicho,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6300.0,11,0,3,0,False
Tengkangpoche,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5750.0,4,0,0,0,False
Cho Oyu,2006,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300.0,2,0,0,0,False
Cho Oyu,2006,Autumn,Success (main peak),8188.0,2,0,1,0,False
Paldor,2006,Autumn,Did not attempt climb,7300.0,4,0,0,0,False
Ama Dablam,2006,Winter,"Bad weather (storms, high winds)",6600.0,13,0,3,0,False
Ama Dablam,2006,Winter,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400.0,12,0,3,0,False
Ama Dablam,2006,Winter,Success (main peak),6814.0,7,1,0,0,False
Cho Oyu,2006,Autumn,"Illness, AMS, exhaustion, or frostbite",7200.0,1,0,0,0,False
Lhotse,2006,Winter,Success (subpeak),8475.0,7,0,18,0,True
Hungchhi,2000,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6283.0,4,0,3,0,False
Kwangde,1986,Winter,Accident (death or serious injury),7300.0,2,2,1,0,False
Kangtega,2001,Spring,Did not attempt climb,7300.0,2,0,0,0,False
Ama Dablam,2006,Autumn,Success (main peak),6814.0,2,0,0,0,False
Cho Oyu,1997,Spring,Success (main peak),8188.0,3,0,0,0,False
Hungchhi,2006,Autumn,Success (main peak),7029.0,5,0,2,0,False
Ama Dablam,2007,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6300.0,6,0,2,0,False
Ama Dablam,2007,Spring,Accident (death or serious injury),5650.0,2,0,0,0,False
Ama Dablam,2007,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5900.0,2,0,1,0,False
Ama Dablam,2007,Spring,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2007,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6600.0,6,0,2,0,False
Ama Dablam,2007,Spring,"Bad weather (storms, high winds)",5900.0,1,0,1,0,False
Ama Dablam,2007,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100.0,3,0,1,0,False
Ama Dablam,2007,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6200.0,2,0,0,0,False
Ama Dablam,2007,Spring,"Bad weather (storms, high winds)",5900.0,5,0,2,0,False
Ama Dablam,2007,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6000.0,1,0,1,0,False
Ama Dablam,2007,Spring,"Bad weather (storms, high winds)",6520.0,4,0,0,0,False
Ama Dablam,2007,Spring,"Bad weather (storms, high winds)",6100.0,3,0,0,0,False
Ama Dablam,2007,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6100.0,4,0,0,0,False
Ama Dablam,2007,Spring,"Bad weather (storms, high winds)",5900.0,2,0,0,0,False
Ama Dablam,2007,Spring,"Illness, AMS, exhaustion, or frostbite",6300.0,1,0,1,0,False
Annapurna I,2007,Spring,Accident (death or serious injury),5850.0,6,0,2,0,False
Annapurna I,2007,Spring,Success (main peak),8091.0,1,0,0,0,False
Annapurna I,2007,Spring,"Bad weather (storms, high winds)",6400.0,3,0,0,0,False
Annapurna I,2007,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6600.0,2,0,0,0,False
Annapurna I,2007,Spring,Success (main peak),8091.0,5,0,0,1,False
Annapurna III,2007,Spring,Did not reach base camp,7300.0,2,0,0,0,False
Annapurna IV,2007,Spring,"Bad weather (storms, high winds)",6280.0,8,0,0,0,False
Baruntse,2007,Spring,"Bad weather (storms, high winds)",6900.0,6,0,1,0,False
Cho Oyu,2007,Spring,Lack of time,7900.0,4,0,2,0,True
Cho Oyu,2007,Spring,"Illness, AMS, exhaustion, or frostbite",7200.0,2,0,0,0,False
Cho Oyu,2007,Spring,Success (main peak),8188.0,2,0,0,0,False
Cho Oyu,2007,Spring,Success (main peak),8188.0,4,0,0,0,False
Cho Oyu,2007,Spring,Success (main peak),8188.0,7,0,3,0,True
Cho Oyu,2007,Spring,Success (main peak),8188.0,15,0,3,0,False
Cho Oyu,2007,Spring,"Bad weather (storms, high winds)",7600.0,1,0,0,0,False
Cho Oyu,2007,Spring,"Bad weather (storms, high winds)",7600.0,2,0,0,0,False
Cho Oyu,2007,Spring,"Bad weather (storms, high winds)",7500.0,1,0,1,0,False
Cho Oyu,2007,Spring,Success (main peak),8188.0,4,0,0,0,False
Cho Oyu,2007,Spring,"Illness, AMS, exhaustion, or frostbite",7600.0,1,0,0,0,False
Cho Oyu,2007,Spring,"Bad weather (storms, high winds)",7550.0,2,0,0,0,False
Cho Oyu,2007,Spring,Success (main peak),8188.0,2,0,2,0,False
Cho Oyu,2007,Spring,Success (main peak),8188.0,4,0,0,0,False
Cho Oyu,2007,Spring,"Bad weather (storms, high winds)",7700.0,2,0,0,0,False
Cho Oyu,2007,Spring,Success (main peak),8188.0,5,0,3,0,True
Cho Oyu,2007,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6800.0,6,0,1,0,False
Cho Oyu,2007,Spring,Success (main peak),8188.0,4,0,1,0,True
Cho Oyu,2007,Spring,Success (main peak),8188.0,7,0,4,0,True
Cho Oyu,2007,Spring,Success (main peak),8188.0,3,0,0,0,False
Cho Oyu,2007,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300.0,2,0,0,0,False
Cho Oyu,2007,Spring,Success (main peak),8188.0,10,0,1,0,True
Cho Oyu,2007,Spring,Success (main peak),8188.0,3,0,2,0,False
Cho Oyu,2007,Spring,Success (main peak),8188.0,5,0,3,0,True
Dhaulagiri I,2007,Spring,Success (main peak),8167.0,2,0,0,0,False
Dhaulagiri I,2007,Spring,Success (main peak),8167.0,2,0,0,0,False
Dhaulagiri I,2007,Spring,"Illness, AMS, exhaustion, or frostbite",8160.0,7,1,0,0,False
Dhaulagiri I,2007,Spring,Success (main peak),8167.0,1,0,0,0,False
Dhaulagiri I,2007,Spring,Success (main peak),8167.0,2,0,0,0,False
Dhaulagiri I,2007,Spring,Success (main peak),8167.0,9,0,0,0,False
Dhaulagiri I,2007,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7400.0,2,0,0,0,False
Dhaulagiri I,2007,Spring,Accident (death or serious injury),7400.0,6,2,0,0,False
Dhaulagiri I,2007,Spring,"Bad weather (storms, high winds)",7600.0,1,0,0,0,False
Dhaulagiri I,2007,Spring,Success (subpeak),8120.0,1,0,1,0,False
Dhaulagiri I,2007,Spring,Success (main peak),8167.0,7,0,0,0,False
Dingjung Ri,2007,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6132.0,3,0,1,0,False
Dorje Lhakpa,2007,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6900.0,9,0,3,0,False
Everest,2003,Summer,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5320.0,6,0,0,0,False
Everest,2007,Spring,Success (main peak),8850.0,2,0,0,0,True
Everest,2007,Spring,"Bad weather (storms, high winds)",8300.0,1,0,3,0,True
Everest,2007,Spring,Success (main peak),8850.0,2,0,0,0,True
Everest,2007,Spring,Success (main peak),8850.0,4,0,4,0,True
Everest,2007,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2007,Spring,Success (main peak),8850.0,1,0,3,0,True
Everest,2007,Spring,Success (main peak),8850.0,2,0,2,0,True
Everest,2007,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8550.0,1,0,2,0,True
Everest,2007,Spring,Success (main peak),8850.0,3,0,3,0,True
Everest,2007,Spring,Success (main peak),8850.0,3,0,0,0,False
Everest,2007,Spring,Other,8600.0,7,0,6,0,True
Everest,2007,Spring,Accident (death or serious injury),8000.0,8,2,8,0,True
Everest,2007,Spring,Success (main peak),8850.0,4,0,4,0,True
Everest,2007,Spring,Success (main peak),8850.0,14,0,11,0,True
Everest,2007,Spring,Success (main peak),8850.0,3,0,3,0,True
Everest,2007,Spring,"Bad weather (storms, high winds)",8750.0,2,0,2,0,True
Everest,2007,Spring,Other,8700.0,2,0,2,0,True
Everest,2007,Spring,Success (main peak),8850.0,10,0,4,0,True
Everest,2007,Spring,Success (main peak),8850.0,9,0,4,0,True
Everest,2007,Spring,"Route technically too difficult, lack of experience, strength, or motivation",8010.0,1,0,0,0,False
Everest,2007,Spring,Success (main peak),8850.0,9,0,8,0,True
Everest,2007,Spring,Success (main peak),8850.0,4,0,6,0,True
Everest,2007,Spring,Success (main peak),8850.0,18,0,19,0,True
Everest,2007,Spring,"Illness, AMS, exhaustion, or frostbite",7600.0,2,0,0,0,False
Everest,2007,Spring,Success (main peak),8850.0,3,0,2,0,True
Everest,2007,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2007,Spring,Success (main peak),8850.0,5,0,6,0,True
Everest,2007,Spring,Success (main peak),8850.0,6,0,6,0,True
Everest,2007,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2007,Spring,Success (main peak),8850.0,13,0,21,0,True
Everest,2007,Spring,Success (main peak),8850.0,6,0,7,0,True
Everest,2007,Spring,Success (main peak),8850.0,16,0,22,0,True
Everest,2007,Spring,Success (main peak),8850.0,21,0,26,0,True
Everest,2007,Spring,Success (main peak),8850.0,7,0,7,0,True
Everest,2007,Spring,Success (main peak),8850.0,22,0,35,0,True
Everest,2007,Spring,Success (main peak),8850.0,10,0,4,0,True
Everest,2007,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2007,Spring,Success (main peak),8850.0,3,1,3,0,True
Everest,2007,Spring,Success (main peak),8850.0,2,0,3,0,True
Everest,2007,Spring,Success (main peak),8850.0,5,0,5,0,True
Everest,2007,Spring,Success (main peak),8850.0,6,0,5,0,True
Everest,2007,Spring,Success (main peak),8850.0,9,0,4,0,True
Everest,2007,Spring,Success (main peak),8850.0,20,0,31,0,True
Everest,2007,Spring,Success (main peak),8850.0,5,0,4,0,True
Everest,2007,Spring,Success (main peak),8850.0,10,0,6,0,True
Everest,2007,Spring,"Bad weather (storms, high winds)",8750.0,2,0,3,0,True
Everest,2007,Spring,Success (main peak),8850.0,4,0,1,0,True
Everest,2007,Spring,Success (main peak),8850.0,4,0,3,0,True
Everest,2007,Spring,"Route technically too difficult, lack of experience, strength, or motivation",8750.0,1,0,1,0,True
Everest,2007,Spring,Success (main peak),8850.0,2,0,1,0,True
Everest,2007,Spring,Success (main peak),8850.0,7,0,10,0,True
Everest,2007,Spring,"Route technically too difficult, lack of experience, strength, or motivation",5710.0,1,0,2,0,False
Everest,2007,Spring,Success (main peak),8850.0,5,0,6,0,True
Everest,2007,Spring,Success (main peak),8850.0,1,0,1,0,True
Everest,2007,Spring,Success (main peak),8850.0,4,0,4,0,True
Everest,2007,Spring,Lack (or loss) of supplies or equipment,7900.0,2,0,0,0,False
Everest,2007,Spring,Success (main peak),8850.0,3,0,3,0,True
Everest,2007,Spring,"Bad weather (storms, high winds)",7000.0,1,0,2,0,False
Everest,2007,Spring,Success (main peak),8850.0,2,0,1,0,True
Everest,2007,Spring,Success (main peak),8850.0,2,0,1,0,True
Everest,2007,Spring,"Illness, AMS, exhaustion, or frostbite",8600.0,2,0,1,0,True
Everest,2007,Spring,Success (main peak),8850.0,4,0,2,0,True
Everest,2007,Spring,"Route technically too difficult, lack of experience, strength, or motivation",8700.0,4,0,1,0,False
Everest,2007,Spring,Lack of time,8600.0,3,0,0,0,False
Everest,2007,Spring,Success (main peak),8850.0,20,0,8,0,True
Everest,2007,Spring,Success (main peak),8850.0,16,0,12,0,True
Everest,2007,Spring,Success (main peak),8850.0,14,0,13,0,True
Everest,2007,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2007,Spring,Success (main peak),8850.0,2,0,0,0,True
Everest,2007,Spring,Success (main peak),8850.0,6,1,0,0,True
Everest,2007,Spring,Success (main peak),8850.0,2,0,2,0,True
Everest,2007,Spring,Other,8150.0,4,0,0,0,True
Everest,2007,Spring,"Illness, AMS, exhaustion, or frostbite",7600.0,1,0,0,0,False
Everest,2007,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2007,Spring,Success (main peak),8850.0,3,0,9,0,True
Everest,2007,Spring,Success (main peak),8850.0,4,0,3,0,True
Everest,2007,Spring,Success (main peak),8850.0,2,0,8,0,True
Everest,2007,Spring,Success (main peak),8850.0,15,0,6,0,True
Everest,2007,Spring,Success (main peak),8850.0,8,0,18,0,True
Everest,2007,Spring,Success (main peak),8850.0,49,0,0,0,True
Everest,2007,Spring,Success (main peak),8850.0,10,0,7,0,True
Everest,2007,Spring,Success (main peak),8850.0,2,0,0,0,False
Everest,2007,Spring,Success (main peak),8850.0,9,0,6,0,True
Everest,2007,Spring,Success (main peak),8850.0,7,0,6,0,True
Everest,2007,Spring,Success (main peak),8850.0,8,0,22,0,True
Everest,2007,Spring,Success (main peak),8850.0,15,0,5,0,True
Everest,2007,Spring,Success (main peak),8850.0,1,0,0,0,True
Everest,2007,Spring,"Bad weather (storms, high winds)",8400.0,1,0,1,0,True
Everest,2007,Spring,"Illness, AMS, exhaustion, or frostbite",6900.0,2,0,0,0,False
Everest,2007,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2007,Spring,Success (main peak),8850.0,6,0,0,0,True
Everest,2007,Spring,"Illness, AMS, exhaustion, or frostbite",8600.0,3,0,3,0,False
Everest,2007,Spring,Lack (or loss) of supplies or equipment,8400.0,1,0,1,1,False
Gaugiri,2002,Autumn,Success (main peak),6110.0,1,0,1,0,False
Himalchuli East,2007,Spring,Success (main peak),7893.0,8,0,0,0,False
Himlung Himal,2007,Spring,Success (main peak),7126.0,12,0,2,0,False
Kangchenjunga,2007,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8300.0,5,1,2,0,False
Khamjung,2007,Spring,Did not attempt climb,7300.0,2,0,0,0,False
Langtang Lirung,2007,Spring,"Route technically too difficult, lack of experience, strength, or motivation",6700.0,4,0,3,0,False
Lhotse,2007,Spring,Success (main peak),8516.0,1,0,2,0,False
Lhotse,2007,Spring,Success (main peak),8516.0,5,0,4,0,True
Lhotse,2007,Spring,Success (main peak),8516.0,1,0,1,0,True
Lhotse,2007,Spring,Success (main peak),8516.0,1,0,1,0,True
Lhotse,2007,Spring,Success (main peak),8516.0,6,0,5,0,True
Lhotse,2007,Spring,Lack (or loss) of supplies or equipment,8300.0,1,0,0,0,True
Lhotse,2007,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7900.0,15,0,10,0,True
Lhotse,2007,Spring,Success (main peak),8516.0,1,0,0,0,False
